log,class
High traffic detected from IP 192.168.1.1. Service web_service on server1 under threat of overload.,Distributed Denial of Service (DDoS)
User user1 attempted to access restricted directory /home/user1. Directory traversal attempt logged.,Benign
Emergency patch applied to mitigate exploit. Vulnerability identified on web_service.,Benign
User user1 downloaded file from malicious link http://malicious.com. Possible malware infection detected.,Benign
Attempt to overwrite read-only file logfile.log. Action: login. Error: kernel panic.,Benign
Unauthorized download attempt of file logfile.log detected. Source: 192.168.1.1. Action: Blocked.,Data Exfiltration
Possible XSS attack on page http://malicious.com by IP 192.168.1.1. Script payload: malicious_script.sh. Action: Blocked.,Cross-Site Scripting (XSS)
Request token mismatch detected for user user1. CSRF prevention triggered on action: login.,Cross-Site Request Forgery (CSRF)
User user1 attempted to disable security settings. Unauthorized action logged for review.,Benign
Attempt to overwrite read-only file logfile.log. Action: login. Error: kernel panic.,Benign
High traffic detected from IP 192.168.1.1. Service web_service on server1 under threat of overload.,Distributed Denial of Service (DDoS)
"Access granted to restricted resource resource1. User: user1, Device: USB1.",Benign
Unencrypted data transfer detected on HTTP. Risk of MITM attack identified from IP 192.168.1.1.,Man-in-the-Middle (MITM)
"Access granted to restricted resource resource1. User: user1, Device: USB1.",Benign
Emergency patch applied to mitigate exploit. Vulnerability identified on web_service.,Benign
SQL syntax error detected in query: SELECT * FROM users. Possible SQL injection attempt from IP 192.168.1.1.,SQL Injection
Request blocked for file logfile.log in restricted path /usr/local/bin. Potential directory traversal attempt.,Benign
User user1 downloaded file from malicious link http://malicious.com. Possible malware infection detected.,Benign
Privilege escalation attempt detected for user user1. Unauthorized command executed: rm -rf /.,Privilege Escalation
User user1 from IP 192.168.1.1 failed to log in. Multiple failed attempts detected. Account may be locked soon. Error: kernel panic.,Benign
HTTP POST request blocked due to missing token. Possible CSRF attack detected on endpoint http://malicious.com.,Cross-Site Request Forgery (CSRF)
Sudo access denied for user user1. Privilege escalation attempt logged and blocked.,Privilege Escalation
Session token replay detected for user user1. Risk of MITM attack identified and blocked.,Benign
User user1 downloaded file from malicious link http://malicious.com. Possible malware infection detected.,Benign
File logfile.log accessed by user user1. Unauthorized access attempt identified and flagged.,Benign
Sanitized user input containing script: malicious_script.sh. Potential XSS attempt mitigated on endpoint http://malicious.com.,Benign
Process 12345 executed with parameters: param1=value1. Potential RCE detected from IP 192.168.1.1.,Benign
Suspicious SQL query detected: SELECT * FROM users. Potential injection attempt on http://malicious.com from IP 192.168.1.1. Database: user_db.,SQL Injection
High traffic detected on port 8080. Source IP: 192.168.1.1. Possible DDoS attack.,Distributed Denial of Service (DDoS)
High traffic detected from IP 192.168.1.1. Service web_service on server1 under threat of overload.,Distributed Denial of Service (DDoS)
User credentials submitted to untrusted domain malicious.com. Phishing attempt detected from IP 192.168.1.1.,Phishing and Credential Harvesting
Session token replay detected for user user1. Risk of MITM attack identified and blocked.,Benign
Repeated password guesses detected from IP 192.168.1.1. Suspicious activity logged. User user1 at risk of account compromise.,Brute Force Attack
Database user_db access attempt failed. SQL query rejected due to suspicious patterns. Query: SELECT * FROM users.,Benign
Shell command injection attempt detected: rm -rf /. IP 192.168.1.1. Possible RCE exploit.,SQL Injection
Suspicious file path traversal attempt detected: /path/to/file. Possible directory traversal exploit detected.,Directory Traversal
Unauthorized attempt to execute privileged command: rm -rf /. User user1 flagged for review.,Privilege Escalation
User user1 logged out. Reason: Access denied. Process ID: 12345.,Benign
Email from user1@example.com contained malicious URL. Link flagged for phishing attempt.,Benign
Request blocked for file logfile.log in restricted path /usr/local/bin. Potential directory traversal attempt.,Benign
Redirect detected to untrusted domain malicious.com. User user1 potentially targeted by phishing attempt.,Phishing via Malicious Links
Suspicious SQL query detected: SELECT * FROM users. Potential injection attempt on http://malicious.com from IP 192.168.1.1. Database: user_db.,SQL Injection
Unusual activity detected for user user1. Multiple restricted file access attempts flagged.,Insider Threats
User user1 from IP 192.168.1.1 failed to log in. Multiple failed attempts detected. Account may be locked soon. Error: kernel panic.,Benign
Remote code execution exploit on service web_service detected. Exploit attempt from IP 192.168.1.1.,Remote Code Execution (RCE)
Multiple connection attempts from IP range 192.168.1.0/24 detected. DDoS potential. Firewall engaged.,Distributed Denial of Service (DDoS)
File logfile.log deleted by user user1. Deletion reason: Access denied.,Benign
Suspicious script detected in user input: malicious_script.sh. XSS attack attempt blocked on page http://malicious.com.,Cross-Site Scripting (XSS)
Malicious payload detected in HTTP request. XSS attack on page http://malicious.com from IP 192.168.1.1. Payload: malicious_script.sh.,Cross-Site Scripting (XSS)
Unauthorized access to configuration file logfile.log. Attempted directory traversal detected.,Benign
Firewall blocked IP 192.168.1.1 for excessive requests. High traffic detected on web_service. Action: Mitigated.,Distributed Denial of Service (DDoS)
HTTP POST request blocked due to missing token. Possible CSRF attack detected on endpoint http://malicious.com.,Cross-Site Request Forgery (CSRF)
User user1 attempted to disable security settings. Action: login. IP: 192.168.1.1.,Benign
User user1 attempted to access phishing domain malicious.com. Access attempt blocked. IP: 192.168.1.1.,Benign
Shell command injection attempt detected: rm -rf /. IP 192.168.1.1. Possible RCE exploit.,SQL Injection
Device USB3 failed to initialize. Error message: kernel panic. Action: login.,Benign
SQL syntax error detected in query: SELECT * FROM users. Possible SQL injection attempt from IP 192.168.1.1.,SQL Injection
SQL syntax error detected in query: SELECT * FROM users. Possible SQL injection attempt from IP 192.168.1.1.,SQL Injection
Query execution failed: SELECT * FROM users. Database: user_db. Error: kernel panic.,Benign
Cron job backup_job started. Job initiated by user user1. Command: rm -rf /.,Benign
Query execution failed: SELECT * FROM users. Database: user_db. Error: kernel panic.,Benign
CSRF protection activated for endpoint http://malicious.com. Suspicious request from IP 192.168.1.1 logged.,Cross-Site Request Forgery (CSRF)
Unauthorized file encryption detected in directory /home/user1. Action: Blocked and quarantined.,Malware and Ransomware
Suspicious SQL query detected: SELECT * FROM users. Potential injection attempt on http://malicious.com from IP 192.168.1.1. Database: user_db.,SQL Injection
File logfile.log deleted by user user1. Deletion reason: Access denied.,Benign
Cron job backup_job started. Job initiated by user user1. Command: rm -rf /.,Benign
Privilege escalation attempt detected for user user1. Action: login. Device: USB1.,Privilege Escalation
Kernel panic occurred. Error: kernel panic. Possible system instability detected.,Benign
High traffic detected from IP 192.168.1.1. Service web_service on server1 under threat of overload.,Distributed Denial of Service (DDoS)
High traffic detected on port 8080. Source IP: 192.168.1.1. Possible DDoS attack.,Distributed Denial of Service (DDoS)
Kernel panic occurred. Error: kernel panic. Possible system instability detected.,Benign
Suspicious SQL query detected: SELECT * FROM users. Potential injection attempt on http://malicious.com from IP 192.168.1.1. Database: user_db.,SQL Injection
Unauthorized attempt to execute privileged command: rm -rf /. User user1 flagged for review.,Privilege Escalation
Ransomware detected on device USB1. File encryption detected: logfile.log. Immediate action: login.,Benign
Table users_table updated in database user_db. Query: SELECT * FROM users.,Benign
FTP transfer completed successfully from IP 192.168.1.1 to server2. File: logfile.log.,Benign
Ransomware detected on device USB1. File encryption detected: logfile.log. Immediate action: login.,Benign
Unencrypted data transfer detected on HTTP. Risk of MITM attack identified from IP 192.168.1.1.,Man-in-the-Middle (MITM)
Printer printer1 is out of paper. Action required: login.,Benign
Email from user1@example.com flagged as potential phishing attempt. Subject: Suspicious activity alert. Action: Blocked.,Benign
Insufficient permissions to access file logfile.log. Error message: kernel panic.,Benign
Login page access from unknown device USB3. Suspicious activity detected from IP 192.168.1.1.,Phishing and Credential Harvesting
Attempt to overwrite read-only file logfile.log. Action: login. Error: kernel panic.,Benign
Shell command injection attempt detected: rm -rf /. IP 192.168.1.1. Possible RCE exploit.,SQL Injection
